1	1	0	3	0	0.000	-0.000	2.635	0.000	-0.117	2.567	0.667	-0.000	2.635	1.500	0.000	0.100
1	1	0	3	0	0.000	-0.117	2.567	0.667	-0.000	2.635	0.667	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.000	-0.117	2.567	0.000	-0.117	2.433	0.667	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.000	-0.117	2.433	0.667	-0.117	2.567	0.667	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.000	-0.117	2.433	0.000	0.000	2.365	0.667	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.000	0.000	2.365	0.667	-0.117	2.433	0.667	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	0.000	0.000	2.365	0.000	0.117	2.433	0.667	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	0.000	0.117	2.433	0.667	0.000	2.365	0.667	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.000	0.117	2.433	0.000	0.117	2.567	0.667	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.000	0.117	2.567	0.667	0.117	2.433	0.667	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.000	0.117	2.567	0.000	-0.000	2.635	0.667	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.000	-0.000	2.635	0.667	0.117	2.567	0.667	-0.000	2.635	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.000	2.635	0.667	-0.117	2.567	1.333	-0.000	2.635	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.117	2.567	1.333	-0.000	2.635	1.333	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.117	2.567	0.667	-0.117	2.433	1.333	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.117	2.433	1.333	-0.117	2.567	1.333	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.117	2.433	0.667	0.000	2.365	1.333	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.667	0.000	2.365	1.333	-0.117	2.433	1.333	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	0.667	0.000	2.365	0.667	0.117	2.433	1.333	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	0.667	0.117	2.433	1.333	0.000	2.365	1.333	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.667	0.117	2.433	0.667	0.117	2.567	1.333	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	0.667	0.117	2.567	1.333	0.117	2.433	1.333	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.667	0.117	2.567	0.667	-0.000	2.635	1.333	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	0.667	-0.000	2.635	1.333	0.117	2.567	1.333	-0.000	2.635	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.000	2.635	1.333	-0.117	2.567	2.000	-0.000	2.635	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.117	2.567	2.000	-0.000	2.635	2.000	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.117	2.567	1.333	-0.117	2.433	2.000	-0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.117	2.433	2.000	-0.117	2.567	2.000	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.117	2.433	1.333	0.000	2.365	2.000	-0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	1.333	0.000	2.365	2.000	-0.117	2.433	2.000	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	1.333	0.000	2.365	1.333	0.117	2.433	2.000	0.000	2.365	1.500	0.000	0.100
1	1	0	3	0	1.333	0.117	2.433	2.000	0.000	2.365	2.000	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	1.333	0.117	2.433	1.333	0.117	2.567	2.000	0.117	2.433	1.500	0.000	0.100
1	1	0	3	0	1.333	0.117	2.567	2.000	0.117	2.433	2.000	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	1.333	0.117	2.567	1.333	-0.000	2.635	2.000	0.117	2.567	1.500	0.000	0.100
1	1	0	3	0	1.333	-0.000	2.635	2.000	0.117	2.567	2.000	-0.000	2.635	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.000	2.635	2.000	-0.117	2.567	2.902	-0.000	2.629	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.117	2.567	2.902	-0.000	2.629	2.902	-0.111	2.564	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.117	2.567	2.000	-0.117	2.433	2.902	-0.111	2.564	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.117	2.433	2.902	-0.111	2.564	2.902	-0.111	2.436	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.117	2.433	2.000	0.000	2.365	2.902	-0.111	2.436	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.000	2.365	2.902	-0.111	2.436	2.902	0.000	2.371	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.000	2.365	2.000	0.117	2.433	2.902	0.000	2.371	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.117	2.433	2.902	0.000	2.371	2.902	0.111	2.436	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.117	2.433	2.000	0.117	2.567	2.902	0.111	2.436	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.117	2.567	2.902	0.111	2.436	2.902	0.111	2.564	1.500	0.000	0.100
1	1	-2	5	0	2.000	0.117	2.567	2.000	-0.000	2.635	2.902	0.111	2.564	1.500	0.000	0.100
1	1	-2	5	0	2.000	-0.000	2.635	2.902	0.111	2.564	2.902	-0.000	2.629	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.000	2.629	2.902	-0.111	2.564	3.804	-0.000	2.622	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.111	2.564	3.804	-0.000	2.622	3.804	-0.106	2.561	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.111	2.564	2.902	-0.111	2.436	3.804	-0.106	2.561	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.111	2.436	3.804	-0.106	2.561	3.804	-0.106	2.439	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.111	2.436	2.902	0.000	2.371	3.804	-0.106	2.439	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.000	2.371	3.804	-0.106	2.439	3.804	0.000	2.378	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.000	2.371	2.902	0.111	2.436	3.804	0.000	2.378	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.111	2.436	3.804	0.000	2.378	3.804	0.106	2.439	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.111	2.436	2.902	0.111	2.564	3.804	0.106	2.439	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.111	2.564	3.804	0.106	2.439	3.804	0.106	2.561	1.500	0.000	0.100
1	1	-2	5	0	2.902	0.111	2.564	2.902	-0.000	2.629	3.804	0.106	2.561	1.500	0.000	0.100
1	1	-2	5	0	2.902	-0.000	2.629	3.804	0.106	2.561	3.804	-0.000	2.622	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.000	2.622	3.804	-0.106	2.561	4.707	-0.000	2.616	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.106	2.561	4.707	-0.000	2.616	4.707	-0.101	2.558	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.106	2.561	3.804	-0.106	2.439	4.707	-0.101	2.558	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.106	2.439	4.707	-0.101	2.558	4.707	-0.101	2.442	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.106	2.439	3.804	0.000	2.378	4.707	-0.101	2.442	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.000	2.378	4.707	-0.101	2.442	4.707	0.000	2.384	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.000	2.378	3.804	0.106	2.439	4.707	0.000	2.384	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.106	2.439	4.707	0.000	2.384	4.707	0.101	2.442	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.106	2.439	3.804	0.106	2.561	4.707	0.101	2.442	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.106	2.561	4.707	0.101	2.442	4.707	0.101	2.558	1.500	0.000	0.100
1	1	-2	5	0	3.804	0.106	2.561	3.804	-0.000	2.622	4.707	0.101	2.558	1.500	0.000	0.100
1	1	-2	5	0	3.804	-0.000	2.622	4.707	0.101	2.558	4.707	-0.000	2.616	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.000	2.616	4.707	-0.101	2.558	5.609	-0.000	2.610	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.101	2.558	5.609	-0.000	2.610	5.609	-0.095	2.555	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.101	2.558	4.707	-0.101	2.442	5.609	-0.095	2.555	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.101	2.442	5.609	-0.095	2.555	5.609	-0.095	2.445	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.101	2.442	4.707	0.000	2.384	5.609	-0.095	2.445	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.000	2.384	5.609	-0.095	2.445	5.609	0.000	2.390	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.000	2.384	4.707	0.101	2.442	5.609	0.000	2.390	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.101	2.442	5.609	0.000	2.390	5.609	0.095	2.445	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.101	2.442	4.707	0.101	2.558	5.609	0.095	2.445	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.101	2.558	5.609	0.095	2.445	5.609	0.095	2.555	1.500	0.000	0.100
1	1	-2	5	0	4.707	0.101	2.558	4.707	-0.000	2.616	5.609	0.095	2.555	1.500	0.000	0.100
1	1	-2	5	0	4.707	-0.000	2.616	5.609	0.095	2.555	5.609	-0.000	2.610	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.000	2.610	5.609	-0.095	2.555	6.511	-0.000	2.603	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.095	2.555	6.511	-0.000	2.603	6.511	-0.090	2.552	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.095	2.555	5.609	-0.095	2.445	6.511	-0.090	2.552	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.095	2.445	6.511	-0.090	2.552	6.511	-0.090	2.448	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.095	2.445	5.609	0.000	2.390	6.511	-0.090	2.448	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.000	2.390	6.511	-0.090	2.448	6.511	0.000	2.397	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.000	2.390	5.609	0.095	2.445	6.511	0.000	2.397	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.095	2.445	6.511	0.000	2.397	6.511	0.090	2.448	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.095	2.445	5.609	0.095	2.555	6.511	0.090	2.448	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.095	2.555	6.511	0.090	2.448	6.511	0.090	2.552	1.500	0.000	0.100
1	1	-2	5	0	5.609	0.095	2.555	5.609	-0.000	2.610	6.511	0.090	2.552	1.500	0.000	0.100
1	1	-2	5	0	5.609	-0.000	2.610	6.511	0.090	2.552	6.511	-0.000	2.603	1.500	0.000	0.100
1	1	-2	5	0	6.511	-0.000	2.603	6.511	-0.090	2.552	7.413	-0.000	2.597	1.500	0.000	0.100
1	1	-2	5	0	6.511	-0.090	2.552	7.413	-0.000	2.597	7.413	-0.084	2.549	1.500	0.000	0.100
